match_id,radiant_win
6,0.8234166858243672
7,0.7554950313240631
10,0.18866931652351043
13,0.8638603325765906
16,0.24013777121160826
18,0.3794880933837007
19,0.5277133802097661
24,0.5660007005516381
33,0.21672879189886304
37,0.6686425913230195
41,0.1577593822122491
42,0.327168945268281
55,0.23486620593151217
60,0.6742040501574411
62,0.5542655743578714
63,0.5890102891148803
64,0.09163865405014109
71,0.5531288500484218
72,0.31912630808453485
83,0.5019420362352836
85,0.7820292508167166
89,0.929187060419539
92,0.7539662470967814
100,0.958341844019274
102,0.8816429708989608
108,0.5375487516691492
111,0.7786343947377231
126,0.17865192734745872
130,0.05143981803624122
140,0.7896501157602531
141,0.25426934530943984
152,0.8389726088820182
153,0.7387392109695622
159,0.5554900064611445
160,0.5776067983606507
163,0.5998324854886873
178,0.5578955481300436
179,0.360577729081138
181,0.6795555829547253
196,0.14701701907047104
206,0.11689240081334837
209,0.547138606389023
216,0.5519292997860012
228,0.07648501477296518
230,0.41850999910144293
242,0.7163732616280083
245,0.16870844094006346
261,0.5000340252499792
274,0.4743987088658487
282,0.7395585001187509
289,0.5209056040216478
296,0.09615861947248702
297,0.6068497799873939
302,0.3032261707519327
304,0.022902159907214212
313,0.7986799281408656
316,0.4930267466892889
317,0.41535330544330656
344,0.8777910394020363
348,0.7465483086488197
352,0.5068716664272276
354,0.5550736379473729
361,0.4532399675873712
362,0.21779809828245103
363,0.7417695031794737
365,0.3972307443401903
375,0.2966747075133232
380,0.32291486108745704
384,0.540148004888648
394,0.7715631499789352
399,0.6038899234228652
404,0.724701457985001
406,0.65706699561404
430,0.14452071600136865
432,0.3323439869999165
443,0.4634691665060004
463,0.6132188022066211
467,0.52612589300905
474,0.19106916278096123
488,0.22848696702090204
502,0.9059305853368576
503,0.26282971488273404
507,0.28728371691360344
508,0.3820187758469234
509,0.45001522791671233
516,0.3522460596442049
528,0.2763893185659799
542,0.6187861028697761
547,0.1777614601297358
552,0.5525573719749954
555,0.6105596461044595
561,0.6349499784631727
569,0.8030649922111776
575,0.9486654798097482
576,0.8121501531031422
582,0.18464200529176028
585,0.44815036915516365
586,0.5580209197780819
590,0.8018623804198519
592,0.2247911826023432
598,0.3933540445807451
599,0.26950615001394684
600,0.7319508682539129
601,0.5510591182079945
603,0.3079867108301694
617,0.4668915568529349
628,0.45989119175221727
634,0.13880821958092562
635,0.30285384542879323
639,0.41704519986402805
644,0.6536909634134077
646,0.7543142209663483
650,0.0836762187870522
659,0.8362196647557282
663,0.3771454747825173
668,0.6393513207404233
670,0.40148799174557465
678,0.4215538810629694
679,0.2728570920380618
686,0.7782035798125851
694,0.2770348106403762
696,0.8963717293811656
702,0.8896680255943902
709,0.3863955720893806
712,0.36104797999957194
723,0.2197008495721384
729,0.4258730256918112
733,0.7347609705659823
735,0.3828171115440917
737,0.3665527485393257
749,0.6841023978754327
752,0.47751754483117037
767,0.9189405241356624
771,0.11872483595691828
778,0.49730898466442924
